aX,aY,aZ,gX,gY,gZ
"
1.015",0.693,-0.111,21.057,-8.606,-47.241
"
1.015",0.744,-0.062,20.142,-13.245,-50.537
"
1.020",0.797,0.005,22.583,-20.935,-54.077
"
1.007",0.811,0.062,29.297,-27.954,-57.861
"
0.986",0.808,0.102,38.635,-33.875,-60.974
"
0.950",0.804,0.111,46.265,-38.025,-62.439
"
0.898",0.791,0.108,49.988,-37.231,-62.012
"
0.876",0.761,0.104,51.208,-30.334,-60.608
"
0.870",0.768,0.093,48.889,-19.836,-59.509
"
0.864",0.768,0.075,42.175,-9.033,-59.204
"
0.863",0.761,0.075,32.410,0.061,-59.082
"
0.822",0.780,0.082,22.095,6.531,-58.594
"
0.775",0.782,0.117,14.709,10.498,-57.190
"
0.751",0.778,0.193,11.902,12.817,-55.054
"
0.756",0.809,0.266,16.418,14.343,-55.969
"
0.746",0.790,0.305,30.640,16.418,-60.608
"
0.718",0.712,0.294,50.537,18.616,-64.880
"
0.683",0.589,0.247,69.031,18.494,-64.636
"
0.638",0.477,0.178,79.590,17.578,-61.523
"
0.634",0.406,0.121,79.529,19.775,-56.396
"
0.684",0.368,0.085,70.923,22.156,-50.293
"
0.696",0.348,0.068,58.899,23.804,-47.119
"
0.701",0.313,0.069,47.974,27.222,-45.288
"
0.742",0.308,0.056,39.001,32.898,-42.786
"
0.815",0.331,0.027,32.959,39.063,-40.100
"
0.884",0.333,-0.017,31.067,39.612,-37.170
"
0.906",0.294,-0.039,31.433,31.799,-34.363
"
0.884",0.231,-0.075,32.166,19.409,-31.677
"
0.850",0.117,-0.085,32.959,7.446,-27.649
"
0.794",0.007,-0.106,31.982,-0.916,-24.780
"
0.739",-0.094,-0.127,28.259,-3.235,-21.545
"
0.698",-0.188,-0.154,20.569,0.549,-17.700
"
0.717",-0.241,-0.166,11.108,7.568,-14.771
"
0.752",-0.241,-0.167,1.709,12.390,-12.329
"
0.816",-0.242,-0.149,-4.944,10.376,-9.827
"
0.854",-0.251,-0.122,-8.728,-0.427,-6.714
"
0.869",-0.277,-0.092,-12.085,-16.479,-3.723
"
0.899",-0.319,-0.057,-16.479,-30.273,-2.991
"
0.885",-0.352,-0.011,-23.193,-39.185,-4.028
"
0.867",-0.413,0.036,-31.677,-44.556,-2.686
"
0.890",-0.470,0.072,-40.222,-44.922,1.587
"
0.936",-0.485,0.081,-47.424,-40.100,6.287
"
0.991",-0.486,0.087,-52.490,-29.663,9.888
"
1.060",-0.502,0.068,-55.847,-16.296,10.071
"
1.146",-0.535,0.028,-59.387,-4.089,5.066
"
1.210",-0.555,-0.009,-62.988,0.610,-1.526
"
1.215",-0.592,0.001,-65.491,-5.859,-6.165
"
1.160",-0.628,0.036,-64.941,-21.790,-7.812
"
1.073",-0.646,0.092,-61.768,-41.504,-6.470
"
0.976",-0.651,0.157,-58.105,-58.655,-1.892
"
0.904",-0.614,0.225,-54.016,-66.162,3.967
"
0.870",-0.575,0.268,-49.255,-60.913,10.803
"
0.923",-0.567,0.280,-41.992,-44.861,16.296
"
1.022",-0.562,0.240,-32.959,-24.109,19.226
"
1.126",-0.555,0.166,-22.644,-6.104,20.020
"
1.238",-0.534,0.069,-12.634,3.906,19.958
"
1.349",-0.514,-0.031,-4.639,6.104,17.639
"
1.407",-0.523,-0.117,0.000,2.930,10.132
"
1.385",-0.524,-0.169,-1.221,-1.099,-1.038
"
1.338",-0.512,-0.156,-7.874,-2.808,-10.864
"
1.289",-0.500,-0.102,-15.869,-2.136,-17.334
"
1.249",-0.486,-0.040,-20.752,0.122,-21.240
"
1.211",-0.465,0.022,-21.057,2.686,-24.536
"
1.189",-0.462,0.082,-16.663,4.333,-27.710
"
1.152",-0.475,0.115,-7.568,3.967,-29.175
"
1.110",-0.502,0.116,4.211,2.075,-28.870
"
1.079",-0.546,0.112,15.564,0.183,-27.283
"
1.050",-0.600,0.098,24.109,0.000,-24.719
"
1.046",-0.657,0.083,28.931,3.296,-22.583
"
1.040",-0.704,0.066,29.236,9.399,-21.301
"
1.040",-0.737,0.053,25.879,17.822,-21.545
"
1.064",-0.754,0.057,20.996,27.710,-22.766
"
1.071",-0.763,0.062,17.944,38.269,-26.123
"
1.059",-0.790,0.061,18.494,46.387,-29.907
"
1.038",-0.837,0.058,21.240,52.734,-33.264
"
1.004",-0.867,0.050,24.048,58.960,-36.377
"
0.979",-0.951,0.028,26.672,65.552,-36.682
"
0.995",-1.009,0.015,28.870,71.289,-36.011
"
1.020",-1.029,0.001,29.541,72.571,-33.081
"
1.070",-1.042,0.005,31.494,70.740,-26.367
"
1.114",-1.056,0.005,35.583,63.904,-19.043
"
1.128",-1.077,-0.010,40.833,54.260,-11.047
"
1.121",-1.081,-0.026,44.434,47.607,-4.089
"
1.106",-1.072,-0.061,46.265,43.457,-0.244
"
1.088",-1.061,-0.108,45.715,41.260,2.686
"
1.089",-1.053,-0.129,42.664,41.321,4.333
"
1.081",-1.026,-0.171,36.865,41.748,3.906
"
1.050",-0.956,-0.186,29.968,40.039,3.784
"
1.037",-0.863,-0.164,24.109,29.907,9.827
"
1.008",-0.756,-0.091,22.400,6.775,24.658
