aX,aY,aZ,gX,gY,gZ
"
-0.164",0.035,-1.625,-227.112,-156.189,-78.857
"
-0.459",0.092,-1.088,-225.525,-197.632,-85.999
"
-0.589",-0.052,-0.908,-200.195,-214.722,-73.181
"
-0.584",-0.354,-0.874,-177.795,-201.172,-49.622
"
-0.562",-0.561,-0.898,-179.687,-168.762,-28.015
"
-0.524",-0.619,-0.881,-203.369,-126.892,-11.230
"
-0.402",-0.628,-0.882,-234.009,-81.360,2.563
"
-0.181",-0.580,-0.855,-266.113,-37.354,11.536
"
0.024",-0.475,-0.796,-292.908,-6.897,15.503
"
0.187",-0.369,-0.664,-306.519,0.793,16.907
"
0.314",-0.253,-0.521,-304.626,-9.766,16.907
"
0.390",-0.210,-0.405,-288.391,-28.992,15.808
"
0.426",-0.229,-0.323,-263.977,-50.842,15.320
"
0.424",-0.267,-0.307,-237.854,-70.251,18.127
"
0.402",-0.345,-0.305,-217.285,-82.886,20.081
"
0.412",-0.456,-0.366,-208.130,-85.144,18.372
"
0.451",-0.538,-0.415,-215.393,-77.698,11.169
"
0.482",-0.552,-0.408,-236.877,-66.956,-1.892
"
0.498",-0.492,-0.300,-263.000,-59.814,-17.334
"
0.506",-0.359,-0.163,-282.837,-60.425,-30.945
"
0.476",-0.239,0.019,-288.025,-70.435,-40.161
"
0.338",-0.165,0.242,-279.602,-86.792,-46.143
"
0.249",-0.175,0.357,-258.728,-102.844,-43.518
"
0.170",-0.240,0.396,-235.413,-115.662,-34.851
"
0.063",-0.289,0.411,-220.581,-120.544,-28.870
"
0.027",-0.365,0.347,-214.966,-118.469,-24.597
"
0.046",-0.441,0.282,-223.938,-109.741,-25.757
"
0.059",-0.411,0.317,-249.634,-94.177,-36.255
"
0.118",-0.252,0.469,-278.259,-79.224,-48.218
"
0.103",-0.059,0.743,-290.894,-75.989,-56.091
"
0.037",0.018,0.928,-276.672,-87.036,-54.321
"
-0.067",-0.044,0.975,-248.230,-100.769,-39.551
"
-0.105",-0.104,0.968,-222.351,-102.783,-23.743
"
-0.108",-0.147,0.935,-203.796,-95.398,-10.071
"
-0.081",-0.198,0.886,-189.880,-86.426,-0.427
"
-0.004",-0.245,0.801,-183.838,-76.233,4.395
"
0.053",-0.245,0.787,-191.284,-71.594,0.183
"
0.073",-0.178,0.844,-206.726,-71.899,-11.108
"
0.086",-0.106,0.896,-219.421,-82.642,-20.325
"
0.065",-0.053,0.944,-226.562,-97.168,-28.198
"
0.003",0.008,1.072,-228.516,-112.427,-32.532
"
-0.173",0.105,1.278,-221.558,-123.413,-32.532
"
-0.308",0.089,1.331,-198.120,-118.469,-26.123
"
-0.325",-0.016,1.233,-171.631,-95.459,-13.367
"
-0.238",-0.091,1.115,-159.790,-61.584,-5.432
"
-0.155",-0.103,1.076,-166.138,-36.804,-8.362
"
-0.097",-0.045,1.112,-180.359,-26.489,-14.526
"
-0.061",0.014,1.162,-189.087,-27.283,-18.494
"
0.000",0.065,1.193,-189.087,-33.936,-18.677
"
-0.003",0.097,1.264,-182.251,-46.753,-17.212
"
-0.041",0.112,1.306,-169.556,-59.998,-14.526
"
-0.042",0.110,1.351,-156.006,-64.697,-9.705
"
-0.048",0.172,1.431,-145.630,-60.486,-8.301
"
-0.125",0.178,1.498,-132.935,-57.739,-9.277
"
-0.238",0.142,1.538,-117.737,-57.922,-7.385
"
-0.285",0.143,1.491,-102.356,-55.359,-1.465
"
-0.308",0.078,1.449,-89.966,-47.119,1.587
